"","X","loan_amnt","term","int_rate","installment","sub_grade","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","dti","delinq_2yrs"
"691",282878,8000," 36 months",7.26,247.97,"A4","3 years","RENT",33000,"Source Verified","No Default","credit_card",26.73,2
"692",113254,5000," 36 months",8.39,157.59,"A5","2 years","MORTGAGE",48000,"Source Verified","No Default","debt_consolidation",15.95,0
"693",363010,11200," 36 months",18.99,410.5,"E1","3 years","RENT",55000,"Verified","Default","debt_consolidation",32.45,0
"694",427192,20000," 60 months",11.67,441.57,"B4","9 years","MORTGAGE",55000,"Source Verified","No Default","debt_consolidation",22.65,0
"695",293089,6000," 36 months",9.17,191.28,"B2","6 years","MORTGAGE",40000,"Source Verified","No Default","debt_consolidation",15.72,0
"696",234290,19500," 60 months",13.49,448.6,"C1","< 1 year","RENT",42000,"Source Verified","No Default","credit_card",17.97,0
"697",573432,24000," 60 months",15.41,576.14,"D1","6 years","RENT",58000,"Verified","No Default","credit_card",30.06,0
"698",556844,30000," 36 months",9.99,967.88,"B3","3 years","OWN",110000,"Source Verified","No Default","credit_card",22.02,0
"699",424917,20000," 36 months",9.99,645.25,"B3","3 years","MORTGAGE",75000,"Not Verified","No Default","credit_card",24.32,0
"700",198846,28000," 36 months",6.39,856.78,"A2","8 years","MORTGAGE",250000,"Source Verified","No Default","debt_consolidation",6.8,0
"701",459990,8400," 36 months",6.49,257.42,"A2","3 years","OWN",50000,"Not Verified","No Default","credit_card",7.47,5
"702",233030,20000," 60 months",14.99,475.7,"C5","5 years","MORTGAGE",275000,"Source Verified","No Default","debt_consolidation",7.99,3
"703",505077,21500," 60 months",10.99,467.36,"B4","7 years","MORTGAGE",78000,"Source Verified","No Default","debt_consolidation",15.42,0
"704",251099,35000," 60 months",18.25,893.54,"E1","7 years","MORTGAGE",103000,"Verified","No Default","debt_consolidation",36.81,0
"705",200421,13000," 60 months",10.99,282.59,"B4","9 years","MORTGAGE",87000,"Verified","No Default","debt_consolidation",25.92,0
"706",428203,24925," 60 months",17.27,623.08,"D3","10+ years","MORTGAGE",117961,"Verified","No Default","credit_card",23.2,0
"707",458594,7100," 36 months",19.24,261.13,"E2","6 years","RENT",33000,"Verified","No Default","debt_consolidation",10.18,0
"708",452296,14400," 36 months",13.35,487.63,"C2","10+ years","RENT",107000,"Source Verified","No Default","debt_consolidation",13.65,0
"709",567076,9800," 36 months",7.9,306.65,"A4","5 years","MORTGAGE",84000,"Not Verified","No Default","credit_card",16.57,0
"710",504679,30000," 60 months",16.55,738.34,"D2","7 years","RENT",79976,"Source Verified","No Default","debt_consolidation",18.61,0
"711",556850,11200," 60 months",17.56,281.74,"D1","3 years","MORTGAGE",75000,"Verified","No Default","credit_card",10.66,2
"712",63461,21550," 60 months",19.48,564.73,"E2","6 years","RENT",65000,"Not Verified","No Default","credit_card",21.96,0
"713",215994,18700," 36 months",8.18,587.55,"B1","n/a","RENT",39000,"Not Verified","No Default","credit_card",22.76,0
"714",511817,9600," 36 months",9.17,306.04,"B2","3 years","RENT",48000,"Source Verified","No Default","other",27.03,0
"715",208333,10000," 36 months",6.89,308.27,"A3","10+ years","MORTGAGE",105000,"Not Verified","No Default","home_improvement",12.38,0
"716",519218,15000," 36 months",12.99,505.34,"C1","3 years","RENT",35000,"Not Verified","No Default","debt_consolidation",29.84,0
"717",433201,6500," 36 months",15.41,226.64,"D1","3 years","RENT",30000,"Not Verified","No Default","credit_card",20.76,0
"718",346432,20000," 60 months",9.99,424.85,"B3","10+ years","MORTGAGE",90000,"Source Verified","No Default","debt_consolidation",9.12,0
"719",28561,15000," 60 months",16.99,372.71,"D3","10+ years","MORTGAGE",54000,"Source Verified","No Default","debt_consolidation",21.8,0
"720",385835,20000," 36 months",6.62,614.08,"A2","10+ years","MORTGAGE",80000,"Verified","No Default","debt_consolidation",17.94,0
"721",52180,20000," 36 months",9.49,640.57,"B2","< 1 year","MORTGAGE",122000,"Source Verified","No Default","debt_consolidation",18.11,2
"722",543911,24000," 60 months",12.69,542.28,"C2","5 years","MORTGAGE",71750,"Verified","No Default","debt_consolidation",33.58,0
"723",565858,15125," 36 months",15.61,528.85,"D1","1 year","RENT",40000,"Verified","No Default","debt_consolidation",25.41,0
"724",250411,12000," 36 months",9.17,382.55,"B2","3 years","MORTGAGE",70000,"Not Verified","No Default","debt_consolidation",27.89,0
"725",308145,10000," 36 months",10.99,327.34,"B3","1 year","OWN",45000,"Source Verified","No Default","credit_card",8.99,0
"726",548694,13000," 36 months",12.99,437.96,"B5","3 years","RENT",110000,"Source Verified","No Default","house",10.29,0
"727",292889,7200," 36 months",9.17,229.53,"B2","10+ years","MORTGAGE",60000,"Not Verified","No Default","credit_card",34.5,0
"728",21879,22500," 36 months",6.03,684.8,"A1","1 year","RENT",72200,"Source Verified","No Default","credit_card",22.54,0
"729",390768,10000," 36 months",7.89,312.86,"A5","10+ years","MORTGAGE",35000,"Not Verified","No Default","credit_card",25.46,0
"730",502154,15000," 36 months",7.89,469.29,"A5","5 years","MORTGAGE",50000,"Not Verified","No Default","debt_consolidation",24.27,0
"731",529969,10000," 36 months",6.62,307.04,"A2","7 years","MORTGAGE",1e+05,"Not Verified","Default","debt_consolidation",17.24,0
"732",95379,10200," 36 months",16.99,363.61,"D3","4 years","OWN",30000,"Verified","No Default","other",24.36,0
"733",571728,1000," 36 months",13.99,34.18,"C4","n/a","MORTGAGE",52000,"Source Verified","No Default","other",15.58,0
"734",566190,4000," 36 months",19.2,147.03,"D3","n/a","RENT",16188,"Source Verified","No Default","other",19.64,0
"735",587595,11500," 36 months",9.17,366.61,"B2","2 years","RENT",61625,"Not Verified","No Default","debt_consolidation",15.31,4
"736",410388,10000," 36 months",8.18,314.2,"B1","10+ years","RENT",50000,"Source Verified","No Default","credit_card",33.2,0
"737",375106,15000," 36 months",12.12,499.08,"B3","3 years","MORTGAGE",105000,"Not Verified","No Default","debt_consolidation",14.99,0
"738",288514,12000," 60 months",21.49,327.96,"E3","10+ years","MORTGAGE",43000,"Verified","Default","debt_consolidation",9.93,0
"739",391927,14000," 60 months",13.35,321.06,"C2","< 1 year","MORTGAGE",80000,"Not Verified","No Default","debt_consolidation",28.86,0
"740",512220,5000," 36 months",9.17,159.4,"B2","8 years","OWN",47245,"Not Verified","No Default","credit_card",22.45,0
"741",135589,26650," 60 months",7.89,538.97,"A5","n/a","MORTGAGE",145000,"Verified","No Default","debt_consolidation",16.03,0
"742",305460,10725," 36 months",14.65,369.96,"C5","10+ years","MORTGAGE",34000,"Not Verified","No Default","home_improvement",14.33,0
"743",590044,10000," 36 months",13.11,337.47,"B4","10+ years","RENT",90000,"Verified","No Default","debt_consolidation",13.35,0
"744",85364,17000," 36 months",11.44,560.11,"B4","4 years","MORTGAGE",70000,"Verified","No Default","credit_card",23.85,0
"745",521806,3500," 36 months",7.26,108.49,"A4","2 years","MORTGAGE",32112,"Not Verified","No Default","credit_card",5.04,0
"746",332717,19950," 60 months",24.99,585.45,"F4","10+ years","MORTGAGE",60000,"Verified","No Default","credit_card",18.54,1
"747",507457,10000," 36 months",10.99,327.34,"B3","9 years","RENT",125000,"Verified","No Default","credit_card",27.14,0
"748",104499,20000," 36 months",12.69,670.9,"B5","4 years","RENT",102000,"Verified","Default","debt_consolidation",6.98,0
"749",576012,35000," 60 months",23.76,1002.01,"F4","9 years","MORTGAGE",204000,"Verified","Default","home_improvement",8.89,0
"750",436456,19000," 36 months",6.03,578.28,"A1","7 years","RENT",45000,"Verified","No Default","credit_card",27.23,0
"751",36975,2500," 36 months",13.66,85.04,"C3","< 1 year","RENT",82000,"Not Verified","No Default","debt_consolidation",27.04,2
"752",346004,12000," 60 months",7.26,239.09,"A4","4 years","MORTGAGE",65000,"Not Verified","No Default","debt_consolidation",19.57,0
"753",31569,3000," 36 months",11.67,99.18,"B4","2 years","RENT",40000,"Not Verified","No Default","debt_consolidation",5.01,0
"754",206701,15850," 60 months",20.2,421.7,"D5","10+ years","OWN",70000,"Source Verified","Default","debt_consolidation",13.38,0
"755",367196,21000," 36 months",6.24,641.15,"A2","4 years","MORTGAGE",160000,"Not Verified","No Default","debt_consolidation",10.39,0
"756",356916,12000," 60 months",15.61,289.34,"D1","n/a","RENT",31000,"Verified","No Default","debt_consolidation",24.2,1
"757",260976,6400," 36 months",11.22,210.2,"B5","9 years","MORTGAGE",65000,"Source Verified","No Default","credit_card",25.76,1
"758",545433,24950," 60 months",17.57,627.75,"D4","10+ years","MORTGAGE",50000,"Verified","No Default","debt_consolidation",26.38,0
"759",441616,12000," 36 months",14.65,413.94,"C5","6 years","RENT",96000,"Not Verified","No Default","major_purchase",13.28,0
"760",202077,35000," 60 months",13.33,802.29,"C3","10+ years","MORTGAGE",85000,"Verified","No Default","debt_consolidation",38.6,0
"761",364938,5000," 60 months",7.9,101.15,"A4","10+ years","MORTGAGE",94200,"Source Verified","No Default","car",0.83,0
"762",52595,15125," 60 months",13.33,346.71,"C3","10+ years","MORTGAGE",68000,"Verified","No Default","credit_card",24.7,0
"763",6947,30000," 60 months",18.25,765.89,"E1","10+ years","MORTGAGE",258000,"Verified","No Default","home_improvement",15.94,2
"764",382281,15500," 36 months",11.14,508.48,"B2","10+ years","MORTGAGE",69000,"Verified","No Default","credit_card",24.9,0
"765",366018,12000," 36 months",11.99,398.52,"C1","5 years","MORTGAGE",42000,"Verified","No Default","debt_consolidation",27,0
"766",70600,28000," 60 months",12.35,627.81,"B4","6 years","MORTGAGE",66925,"Verified","No Default","debt_consolidation",28.92,0
"767",151184,12000," 36 months",10.99,392.81,"B3","6 years","MORTGAGE",60000,"Not Verified","No Default","credit_card",2.68,2
"768",250312,16000," 36 months",15.22,556.38,"C3","10+ years","RENT",66560,"Not Verified","No Default","debt_consolidation",19.69,2
"769",158937,20000," 36 months",8.9,635.07,"A5","n/a","MORTGAGE",94000,"Source Verified","No Default","credit_card",16.34,0
"770",33476,18000," 60 months",18.2,459.05,"E1","8 years","OWN",50000,"Verified","No Default","debt_consolidation",34.1,1
"771",68222,3600," 36 months",15.31,125.35,"C2","3 years","OWN",65000,"Source Verified","No Default","debt_consolidation",17.82,0
"772",50217,16000," 36 months",6.03,486.97,"A1","1 year","RENT",67000,"Not Verified","No Default","credit_card",19.06,0
"773",570754,17000," 36 months",7.69,530.3,"A4","2 years","MORTGAGE",107000,"Not Verified","No Default","credit_card",15.89,0
"774",255686,13475," 36 months",18.99,493.88,"E1","9 years","RENT",55000,"Source Verified","No Default","debt_consolidation",10.45,1
"775",427252,25200," 36 months",9.99,813.02,"B3","2 years","MORTGAGE",75000,"Source Verified","No Default","debt_consolidation",16.18,2
"776",190392,20000," 60 months",13.35,458.66,"C2","10+ years","MORTGAGE",102000,"Source Verified","No Default","credit_card",17.57,0
"777",206550,3000," 36 months",11.53,98.98,"B5","2 years","RENT",45000,"Not Verified","No Default","debt_consolidation",28.78,0
"778",481214,15000," 60 months",13.99,348.95,"C4","10+ years","MORTGAGE",268000,"Source Verified","No Default","debt_consolidation",7.98,0
"779",19631,15000," 36 months",5.32,451.73,"A1","10+ years","MORTGAGE",76000,"Source Verified","No Default","credit_card",32.98,0
"780",306213,12800," 60 months",11.49,281.45,"B4","5 years","MORTGAGE",40000,"Not Verified","Default","home_improvement",20.04,0
"781",252857,23850," 60 months",21,645.23,"E2","3 years","RENT",55000,"Verified","Default","debt_consolidation",28.8,0
"782",336322,11000," 60 months",8.18,223.99,"B1","10+ years","MORTGAGE",62000,"Source Verified","No Default","credit_card",20.58,0
"783",503779,24250," 60 months",15.22,579.71,"C3","1 year","MORTGAGE",55000,"Verified","No Default","debt_consolidation",24.22,0
"784",476512,20000," 60 months",14.65,472.14,"C5","4 years","MORTGAGE",58000,"Source Verified","No Default","credit_card",21.06,0
"785",555643,20200," 60 months",14.99,480.46,"C5","5 years","RENT",55000,"Source Verified","No Default","debt_consolidation",18.24,0
"786",209715,16750," 36 months",12.49,560.27,"B5","8 years","OWN",42000,"Not Verified","No Default","credit_card",23.4,0
"787",217491,12000," 60 months",16.99,298.17,"D3","10+ years","RENT",52695,"Source Verified","No Default","debt_consolidation",24.89,0
"788",477498,12000," 60 months",13.35,275.2,"C2","3 years","MORTGAGE",40000,"Verified","No Default","debt_consolidation",8.67,0
"789",399109,12000," 36 months",7.89,375.43,"A5","< 1 year","MORTGAGE",45000,"Verified","No Default","debt_consolidation",21.57,0
"790",348195,3200," 36 months",14.99,110.92,"C5","7 years","OWN",30000,"Not Verified","No Default","credit_card",23,2
"791",483029,12000," 60 months",10.99,260.85,"B4","10+ years","MORTGAGE",130000,"Not Verified","No Default","debt_consolidation",12.24,6
"792",405486,32200," 60 months",12.59,725.91,"C2","10+ years","MORTGAGE",120000,"Source Verified","No Default","debt_consolidation",13.35,0
"793",314896,5000," 36 months",10.49,162.49,"B3","6 years","RENT",25000,"Source Verified","No Default","debt_consolidation",30.82,0
"794",35200,3000," 36 months",22.99,116.12,"F1","2 years","RENT",37500,"Verified","No Default","other",29.6,0
"795",514743,22900," 60 months",16.99,569.01,"D1","8 years","RENT",57656.04,"Source Verified","No Default","other",20.42,0
"796",256102,16500," 60 months",27.31,506.9,"G2","4 years","MORTGAGE",55000,"Verified","No Default","debt_consolidation",18.7,0
"797",184852,4750," 36 months",20.5,177.74,"E1","9 years","RENT",36000,"Not Verified","No Default","credit_card",14.4,0
"798",231528,20000," 60 months",7.89,404.48,"A5","10+ years","MORTGAGE",75000,"Not Verified","No Default","home_improvement",12.43,0
"799",241670,30000," 60 months",11.22,655.57,"B5","10+ years","MORTGAGE",81000,"Source Verified","No Default","credit_card",10.07,1
"800",536500,14825," 60 months",17.86,375.33,"D5","10+ years","MORTGAGE",67000,"Verified","No Default","credit_card",38.54,0
"801",462688,12000," 36 months",8.18,377.04,"B1","2 years","RENT",71000,"Not Verified","No Default","debt_consolidation",4.6,0
"802",238920,25000," 60 months",12.99,568.7,"B4","10+ years","MORTGAGE",60000,"Source Verified","No Default","credit_card",7.88,1
"803",511418,10000," 60 months",11.99,222.4,"C1","10+ years","OWN",29000,"Verified","No Default","debt_consolidation",13.04,1
"804",305043,21000," 36 months",7.9,657.1,"A4","10+ years","MORTGAGE",150000,"Source Verified","No Default","credit_card",16.41,0
"805",114615,10725," 60 months",9.99,227.83,"B3","2 years","MORTGAGE",43000,"Source Verified","No Default","credit_card",26.51,0
"806",64162,15000," 60 months",13.53,345.38,"B5","n/a","RENT",37419,"Verified","No Default","credit_card",29.84,0
"807",275788,3000," 36 months",9.17,95.64,"B2","10+ years","RENT",54000,"Not Verified","No Default","debt_consolidation",12.98,0
"808",525736,20000," 60 months",12.29,447.83,"C1","9 years","OWN",50000,"Not Verified","No Default","credit_card",20.96,1
"809",498697,15000," 36 months",13.98,512.52,"C3","5 years","RENT",120000,"Not Verified","No Default","debt_consolidation",9.88,1
"810",427064,18000," 60 months",9.99,382.36,"B3","10+ years","MORTGAGE",61000,"Source Verified","No Default","credit_card",16.23,0
"811",383267,15000," 36 months",13.67,510.27,"C4","n/a","MORTGAGE",49500,"Not Verified","No Default","major_purchase",12.6,0
"812",51809,20000," 60 months",14.64,472.03,"C3","10+ years","MORTGAGE",67580.43,"Not Verified","No Default","credit_card",13.66,0
"813",48909,7200," 36 months",7.89,225.26,"A5","10+ years","RENT",86000,"Source Verified","No Default","other",15.91,0
"814",86262,15000," 36 months",10.99,491.01,"B4","10+ years","MORTGAGE",65000,"Not Verified","No Default","debt_consolidation",8.29,0
"815",466298,16000," 60 months",15.61,385.79,"C4","10+ years","MORTGAGE",69000,"Verified","No Default","debt_consolidation",12.37,0
"816",210948,11775," 36 months",16.99,419.76,"D3","8 years","MORTGAGE",39600,"Source Verified","No Default","debt_consolidation",35.85,1
"817",238902,30000," 60 months",12.59,676.32,"C2","5 years","MORTGAGE",95000,"Verified","No Default","debt_consolidation",28.52,1
"818",352959,8400," 36 months",17.86,303.1,"D5","4 years","OWN",30000,"Source Verified","No Default","debt_consolidation",38.94,0
"819",281596,15725," 36 months",18.25,570.48,"E1","1 year","RENT",42720,"Verified","No Default","credit_card",16.15,0
"820",601099,21600," 60 months",17.57,543.46,"D4","10+ years","MORTGAGE",103000,"Source Verified","No Default","credit_card",25.97,3
"821",494269,10225," 60 months",10.15,218.01,"B2","10+ years","MORTGAGE",33000,"Source Verified","No Default","credit_card",14.69,1
"822",271420,10400," 36 months",15.31,362.11,"C2","10+ years","RENT",46000,"Not Verified","No Default","debt_consolidation",4.57,1
"823",511128,9000," 36 months",12.05,299.15,"C1","10+ years","MORTGAGE",85000,"Source Verified","No Default","debt_consolidation",14.61,0
"824",349796,11500," 60 months",13.99,267.53,"C4","4 years","RENT",40000,"Source Verified","No Default","debt_consolidation",24.45,0
"825",524807,16000," 36 months",7.89,500.58,"A5","10+ years","MORTGAGE",60000,"Source Verified","No Default","home_improvement",20.76,0
"826",253361,10000," 60 months",22.15,277.05,"E5","10+ years","OWN",42000,"Source Verified","No Default","home_improvement",28.29,1
"827",482516,25000," 60 months",14.49,588.08,"C4","10+ years","MORTGAGE",4e+05,"Verified","No Default","debt_consolidation",8.99,0
"828",505653,18500," 60 months",15.61,446.06,"D1","10+ years","MORTGAGE",58000,"Source Verified","No Default","debt_consolidation",18.15,0
"829",267156,10000," 36 months",6.89,308.27,"A3","7 years","OWN",55000,"Source Verified","No Default","home_improvement",13.81,1
"830",488961,25000," 36 months",12.99,842.23,"C1","10+ years","RENT",140000,"Verified","No Default","debt_consolidation",22.61,0
"831",482559,15000," 36 months",6.24,457.97,"A2","1 year","MORTGAGE",145000,"Not Verified","No Default","credit_card",20.38,0
"832",466935,16525," 60 months",20.5,442.43,"E1","10+ years","RENT",46000,"Verified","Default","debt_consolidation",17.48,0
"833",565977,8000," 36 months",10.99,261.88,"B3","1 year","RENT",49000,"Not Verified","No Default","credit_card",28.14,0
"834",442171,24000," 60 months",12.05,534.48,"C1","10+ years","MORTGAGE",125000,"Not Verified","No Default","debt_consolidation",16.63,0
"835",295107,21000," 36 months",13.98,717.53,"C3","7 years","OWN",112000,"Source Verified","No Default","debt_consolidation",24.25,0
"836",116547,27225," 36 months",16.55,964.56,"D2","2 years","RENT",61900,"Source Verified","No Default","debt_consolidation",17.89,1
"837",605306,14000," 60 months",17.86,354.45,"D5","10+ years","MORTGAGE",115041,"Source Verified","No Default","debt_consolidation",7.32,0
"838",263746,30000," 36 months",10.15,970.13,"B2","< 1 year","RENT",60000,"Verified","No Default","debt_consolidation",34.98,1
"839",255002,10000," 36 months",14.65,344.95,"C2","10+ years","MORTGAGE",35000,"Source Verified","Default","debt_consolidation",19.71,0
"840",316417,21000," 60 months",14.48,493.88,"C5","n/a","OWN",94000,"Verified","No Default","home_improvement",25.97,3
"841",264362,10000," 60 months",17.14,249.28,"D4","10+ years","RENT",35000,"Source Verified","No Default","small_business",3.6,0
"842",174565,4000," 36 months",10.99,130.94,"B2","6 years","MORTGAGE",42000,"Source Verified","No Default","car",18.23,5
"843",569681,24000," 36 months",13.68,816.54,"C1","n/a","MORTGAGE",150000,"Source Verified","No Default","credit_card",12.94,1
"844",402474,8325," 36 months",18.55,303.28,"D2","n/a","RENT",46728,"Verified","Default","small_business",34.62,0
"845",520506,18850," 36 months",12.29,628.71,"C1","10+ years","MORTGAGE",41000,"Source Verified","No Default","debt_consolidation",14.11,0
"846",216149,10000," 36 months",10.64,325.69,"B2","10+ years","MORTGAGE",42000,"Not Verified","No Default","credit_card",24.94,0
"847",228303,8000," 36 months",17.49,287.18,"D5","4 years","RENT",39666,"Source Verified","Default","debt_consolidation",5.51,0
"848",604695,10000," 36 months",10.99,327.34,"B3","3 years","MORTGAGE",102000,"Source Verified","No Default","debt_consolidation",17.29,6
"849",72825,15000," 60 months",9.17,312.62,"B2","7 years","MORTGAGE",90361,"Source Verified","No Default","credit_card",18.51,0
"850",262225,8000," 36 months",6.03,243.49,"A1","10+ years","RENT",93000,"Verified","No Default","credit_card",10,0
"851",556890,21000," 36 months",7.62,654.39,"A3","6 years","RENT",68000,"Verified","No Default","debt_consolidation",7.33,0
"852",32862,19575," 36 months",14.99,678.48,"C5","10+ years","MORTGAGE",49000,"Not Verified","No Default","debt_consolidation",33.77,0
"853",213606,20150," 60 months",23.99,579.56,"F3","5 years","OWN",42000,"Verified","No Default","debt_consolidation",29.8,2
"854",255359,5000," 36 months",6.03,152.18,"A1","5 years","MORTGAGE",130000,"Not Verified","No Default","credit_card",19.56,2
"855",448157,12000," 36 months",6.62,368.45,"A2","10+ years","MORTGAGE",135000,"Verified","No Default","debt_consolidation",23.67,0
"856",452600,8000," 36 months",8.18,251.36,"B1","6 years","RENT",60000,"Source Verified","No Default","credit_card",11.5,0
"857",588434,5000," 36 months",13.53,169.75,"B5","7 years","RENT",70000,"Source Verified","No Default","debt_consolidation",10.22,0
"858",173792,18975," 36 months",12.99,639.26,"C1","7 years","MORTGAGE",42324,"Not Verified","No Default","debt_consolidation",16.67,0
"859",158084,16000," 60 months",13.35,366.93,"C2","10+ years","MORTGAGE",50145,"Not Verified","No Default","debt_consolidation",16.78,0
"860",158010,25000," 60 months",17.76,631.58,"D1","4 years","MORTGAGE",74000,"Source Verified","No Default","debt_consolidation",20.81,0
"861",123608,10000," 36 months",7.62,311.62,"A3","5 years","MORTGAGE",60000,"Verified","No Default","credit_card",20.46,0
"862",389532,7000," 36 months",9.99,225.84,"B3","5 years","OWN",39000,"Source Verified","No Default","credit_card",24.91,0
"863",63253,10000," 36 months",7.89,312.86,"A5","8 years","RENT",75000,"Not Verified","No Default","debt_consolidation",13.3,0
"864",35005,15500," 36 months",14.31,532.09,"C4","5 years","OWN",4e+05,"Source Verified","No Default","debt_consolidation",7.08,1
"865",466646,24000," 36 months",12.85,806.93,"B4","10+ years","MORTGAGE",96000,"Source Verified","No Default","credit_card",11.4,2
"866",484645,8000," 36 months",5.93,243.13,"A1","10+ years","MORTGAGE",90000,"Not Verified","No Default","debt_consolidation",17.13,0
"867",534135,2650," 36 months",19.72,98.11,"D5","< 1 year","OWN",11000,"Verified","Default","debt_consolidation",13.96,0
"868",411960,12000," 36 months",10.99,392.81,"B4","5 years","OWN",54000,"Not Verified","No Default","debt_consolidation",26.56,2
"869",432586,7000," 36 months",9.17,223.16,"B2","5 years","RENT",70000,"Not Verified","No Default","moving",16.1,0
"870",45506,30000," 36 months",9.17,956.37,"B2","3 years","RENT",144000,"Source Verified","No Default","credit_card",5.81,0
"871",213641,10000," 36 months",10.99,327.34,"B4","6 years","MORTGAGE",88000,"Source Verified","No Default","debt_consolidation",17.93,4
"872",455190,23000," 60 months",13.99,535.06,"C4","7 years","MORTGAGE",95250,"Source Verified","No Default","debt_consolidation",12.27,0
"873",310569,12000," 36 months",15.41,418.4,"D1","8 years","RENT",47500,"Verified","No Default","debt_consolidation",33.7,0
"874",424947,8900," 36 months",13.66,302.72,"C3","6 years","RENT",23562.77,"Source Verified","No Default","credit_card",12.58,1
"875",315234,5575," 36 months",11.99,185.15,"B5","1 year","RENT",25000,"Not Verified","No Default","debt_consolidation",13.44,0
"876",169425,14000," 36 months",7.26,433.95,"A4","5 years","RENT",52000,"Not Verified","No Default","debt_consolidation",11.32,0
"877",83076,19750," 36 months",11.14,647.9,"B2","10+ years","RENT",50000,"Not Verified","Default","debt_consolidation",27.14,0
"878",327460,10000," 36 months",12.29,333.53,"C1","8 years","RENT",61000,"Verified","No Default","debt_consolidation",3.76,0
"879",321399,12000," 60 months",17.57,301.93,"D2","5 years","RENT",55000,"Source Verified","No Default","debt_consolidation",29.69,0
"880",16541,24975," 60 months",12.29,559.23,"C1","4 years","MORTGAGE",175000,"Source Verified","No Default","credit_card",12.41,0
"881",603690,35000," 60 months",10.99,760.82,"B4","10+ years","MORTGAGE",78000,"Verified","No Default","debt_consolidation",29.34,0
"882",256674,15000," 36 months",14.49,516.25,"C4","6 years","OWN",80000,"Source Verified","No Default","credit_card",26.67,0
"883",572257,10000," 60 months",14.99,237.85,"C5","1 year","MORTGAGE",52000,"Not Verified","No Default","debt_consolidation",20.97,0
"884",140894,12000," 60 months",13.33,275.07,"C3","10+ years","RENT",82500,"Not Verified","No Default","car",18.04,1
"885",268270,14450," 60 months",25.57,428.97,"F5","10+ years","OWN",33000,"Not Verified","No Default","debt_consolidation",23.47,1
"886",85264,8400," 36 months",9.17,267.79,"B1","2 years","MORTGAGE",60000,"Not Verified","No Default","debt_consolidation",10.02,0
"887",83526,15000," 36 months",12.99,505.34,"C1","n/a","MORTGAGE",57000,"Verified","No Default","debt_consolidation",38.61,0
"888",431990,10000," 36 months",10.99,327.34,"B4","9 years","MORTGAGE",90000,"Not Verified","No Default","debt_consolidation",4.81,0
"889",116713,2150," 36 months",15.61,75.18,"D1","7 years","RENT",86316,"Not Verified","No Default","debt_consolidation",23.41,0
"890",62944,17000," 60 months",8.18,346.17,"B1","10+ years","MORTGAGE",61000,"Not Verified","No Default","debt_consolidation",27.41,1
"891",322723,10000," 36 months",8.18,314.2,"B1","10+ years","OWN",91000,"Source Verified","No Default","debt_consolidation",7.04,0
"892",587332,24000," 36 months",9.99,774.3,"B3","3 years","RENT",80000,"Verified","No Default","credit_card",21.56,0
"893",215943,9000," 36 months",7.26,278.97,"A4","10+ years","RENT",71000,"Not Verified","No Default","debt_consolidation",6.25,0
"894",59506,4950," 36 months",25.83,199,"G2","n/a","RENT",16689,"Verified","No Default","debt_consolidation",38.99,0
"895",560512,11125," 60 months",24.5,323.29,"F3","10+ years","MORTGAGE",52900,"Source Verified","No Default","debt_consolidation",26.07,1
"896",356803,4000," 36 months",9.17,127.52,"B2","10+ years","RENT",41000,"Verified","No Default","debt_consolidation",19.99,0
"897",70110,21000," 60 months",12.39,471.29,"C1","10+ years","RENT",82411,"Source Verified","No Default","credit_card",20.66,1
"898",556496,35000," 36 months",14.16,1198.94,"C2","10+ years","MORTGAGE",98000,"Source Verified","No Default","credit_card",12.54,2
"899",339979,35000," 36 months",7.26,1084.87,"A4","10+ years","MORTGAGE",225000,"Source Verified","No Default","credit_card",14.13,0
"900",175318,10000," 36 months",9.99,322.63,"B3","10+ years","MORTGAGE",46000,"Source Verified","No Default","credit_card",24.4,0
"901",421895,28800," 60 months",17.86,729.14,"D5","7 years","MORTGAGE",88000,"Verified","No Default","debt_consolidation",16.57,0
"902",548944,24000," 36 months",8.9,762.08,"A5","3 years","MORTGAGE",130000,"Verified","No Default","credit_card",17.1,1
"903",500864,20000," 36 months",6.89,616.54,"A3","10+ years","RENT",80000,"Source Verified","No Default","debt_consolidation",33.74,1
"904",64719,6000," 36 months",16.99,213.89,"D3","7 years","MORTGAGE",50000,"Source Verified","No Default","debt_consolidation",17.5,2
"905",212594,20850," 36 months",12.99,702.42,"C2","6 years","MORTGAGE",55000,"Source Verified","No Default","debt_consolidation",15.08,0
"906",52926,10000," 36 months",14.65,344.95,"C5","10+ years","RENT",1e+05,"Source Verified","No Default","debt_consolidation",5.68,0
"907",426342,24000," 60 months",17.57,603.85,"D4","5 years","RENT",65000,"Source Verified","No Default","credit_card",26.86,0
"908",277123,16000," 60 months",9.17,333.46,"B2","10+ years","RENT",49000,"Source Verified","No Default","other",11.46,0
"909",539793,16000," 60 months",20.99,432.77,"E3","10+ years","MORTGAGE",84984,"Verified","No Default","home_improvement",29.78,0
"910",273890,8000," 36 months",12.35,267.06,"B4","5 years","OWN",50000,"Source Verified","No Default","debt_consolidation",6.84,0
"911",439991,5000," 36 months",8.39,157.59,"A5","n/a","MORTGAGE",17900,"Verified","No Default","debt_consolidation",15.22,0
"912",161557,9500," 36 months",7.49,295.47,"A4","1 year","RENT",32400,"Verified","No Default","debt_consolidation",9.26,0
"913",114274,35000," 36 months",11.49,1154,"B5","10+ years","MORTGAGE",110000,"Source Verified","No Default","credit_card",23.99,1
